,1q21.3  ,1q44    ,3p25.1  ,3q26.32 ,4q13.3  ,5p15.33 ,6p23    ,6q21    ,8p11.23 ,8p11.21 ,8q24.21 ,10p15.1 ,10q22.3 ,11p13   ,11q13.3 ,11q14.1 ,12p13.33,12q15   ,13q34   ,14q21.1 ,15q26.3 ,17p11.2 ,17q12   ,17q23.1 ,19p13.12,19q12   ,19q13.42,20q13.2 ,1p36.13 ,1p21.2  ,2q37.3  ,3p21.31 ,4p16.3  ,4q35.2  ,5q11.2  ,5q21.3  ,6p25.3  ,6q15    ,6q27    ,7p22.3  ,7q36.1  ,8p23.2  ,9p23    ,9p21.3  ,9q21.11 ,9q34.2  ,10q23.31,10q26.3 ,11p15.5 ,11q13.1 ,11q23.3 ,11q25   ,12p13.1 ,12q23.1 ,12q24.31,13q14.2 ,14q24.1 ,14q32.12,15q13.1 ,16q24.3 ,17p12   ,17q21.31,18q23   ,19p13.3 ,19q13.32,20p13   ,21q11.2 ,22q11.1 ,22q13.32
TCGA.A2.A3XS,3.6569,0.114,-0.289,0.3387,-0.0093,0.013,0.6907,-0.1852,-0.4553,-0.4553,1.8047,1.251,-0.4761,-0.2398,-0.2398,-0.2398,0.278,-0.2614,1.1139,-0.2974,0.4274,-0.0047,-0.0047,-0.0047,0.0068,0.353,0.2817,0.4494,-0.5254,0.2957,-0.5737,-0.2436,-0.4942,-0.5134,-0.7682,-0.7682,-0.2618,-0.186,0.025,-0.0277,0.2101,-0.4553,0.3769,0.4108,-0.4449,-0.4551,-0.4761,-0.6804,-0.2537,-0.2398,0.2957,-0.2807,0.278,-0.2614,-0.2594,-0.0918,-0.2974,-0.2974,-0.5182,0.0,-0.0047,-0.0047,0.1717,0.0068,0.2817,0.374,-0.0019,-0.2073,-0.2098
TCGA.A2.A3XT,1.038,1.3381,0.0,0.2433,0.1241,-0.4742,-0.0828,0.4501,1.0087,1.0087,1.2367,0.6281,-0.4504,0.1856,0.1856,0.1856,0.3992,0.094,0.184,-0.1486,0.3242,-0.4522,-0.4522,0.5144,0.129,-0.4466,-0.4726,0.1358,-0.0454,0.0746,-0.6514,0.0,-0.4441,-0.43,-0.4479,-0.4479,-0.0828,0.4501,0.5469,0.1062,0.0955,-0.3307,1.166,-0.0797,-0.0797,-0.4557,-0.4504,-0.4504,-0.396,0.1856,0.1856,-0.7649,-1.0678,0.094,0.094,-0.5042,-0.1486,-0.7481,0.3112,-0.7542,-0.4522,-0.4522,0.1072,-0.3705,-0.4466,0.1358,0.1185,-0.4553,0.7903
TCGA.A2.A3XU,1.7717,1.7717,0.0086,-0.0186,-0.0817,1.0979,-0.03,-0.03,-0.8749,3.6569,2.4816,0.0162,0.0727,0.0368,0.0368,0.0368,0.0051,0.0051,-0.0323,-0.8823,-0.8416,0.1282,0.1282,0.1282,0.1324,0.1324,0.1324,-0.8197,-0.7784,-0.9088,-0.0363,0.0783,-0.0163,-0.8879,0.5005,0.5005,-0.03,-0.03,0.0011,0.0,-0.0173,-0.9005,0.047,0.047,0.047,0.047,0.0292,-0.8472,0.0368,0.0368,-0.0002,-0.0002,0.0051,0.0051,0.0051,-0.8821,-0.8823,-0.8633,-0.828,-0.0929,0.1282,0.1282,-0.2759,0.1324,0.1324,-0.8383,0.9152,0.1303,0.2716
TCGA.A2.A3XV,-0.0018,0.0247,0.0009,0.0163,0.0142,0.011,0.6456,-0.668,-0.0014,-0.0014,-0.0131,-0.0087,-0.0087,-0.0055,-0.0208,-0.0208,-0.0015,0.0054,0.0093,-0.0033,-0.0218,-0.6962,1.592,0.589,-0.0713,-0.0713,-0.0713,-0.0493,-0.0537,-0.0018,0.0085,0.0029,0.0142,0.0142,0.011,0.011,0.6456,0.0987,-0.6922,0.0,0.004,-0.0102,-0.6667,-0.6572,0.6313,0.6057,-0.0087,-0.0087,-0.0055,-0.0208,-0.0018,-0.0018,-0.0015,0.0054,0.0054,0.0072,-0.0033,-0.0287,-0.0218,-0.0323,-0.6962,0.589,0.0,-0.0713,-0.0713,-0.0264,-0.014,-0.0591,-0.0591
TCGA.A2.A3XW,0.0004,-0.0032,-0.0008,-0.0008,0.0035,0.0247,0.2628,-0.1193,0.0013,0.0013,0.001,-0.0048,-0.0048,-0.0563,0.0031,-0.1123,0.1112,0.1112,-0.1215,-0.0701,0.0128,-0.1059,-0.0047,-0.0047,0.0047,0.0047,0.0047,0.0946,0.0004,0.0004,-0.0006,-0.0008,0.0035,0.0035,0.0027,0.0101,-0.1062,-0.1193,-0.1193,0.1156,0.022,0.0365,-0.0028,-0.0028,-0.0028,-0.0028,-0.0048,-0.0048,-0.0563,0.0031,-0.1123,-0.1123,0.1112,0.1112,0.1112,-0.119,-0.106,-0.1246,0.0128,0.0026,-0.1059,-0.0047,-0.0024,0.0047,0.0047,-0.0082,0.1211,-0.0028,-0.0028
TCGA.A2.A3XX,1.5118,1.4902,-0.2787,-0.248,-0.0012,0.6054,0.5147,0.2501,-0.3808,2.3814,2.2828,0.1502,0.0813,-0.2835,-0.2835,-0.2526,-0.263,-0.2756,-0.2762,-0.2896,-0.2806,0.1051,0.1064,0.1064,-0.2706,0.4504,-0.7013,0.4865,0.0,0.0043,0.0875,-0.2787,-0.0284,-0.0294,-0.3063,-0.3063,0.5144,0.2501,0.2501,-0.009,0.1165,-0.012,-0.2964,-0.2964,-0.2964,-0.2964,0.0813,0.0813,-0.2835,-0.2835,-0.2538,-0.2538,-0.263,-0.2756,-0.3032,-0.2572,-0.2896,-0.2896,-0.2806,0.4321,0.1051,0.1064,0.4116,-0.2706,-0.09,0.0705,0.5193,0.0253,-0.0102
TCGA.A2.A3XY,0.6975,-0.0435,-0.0711,3.6569,-0.0836,0.1661,0.2392,0.2392,-0.4284,-0.4284,1.1571,0.0728,0.0728,-0.0123,-0.0123,-0.0123,-0.0395,-0.0395,-0.0316,0.0131,0.1035,-0.1655,-0.1655,-0.1655,0.049,3.6569,0.0534,1.6553,0.0,0.0,0.0548,-0.0711,-0.0836,-0.0241,-0.2382,-0.1909,0.2392,0.2392,0.2392,-0.0539,-0.0539,-0.489,-0.1707,-0.1707,-0.1707,-0.1707,0.0728,0.1812,-0.0123,-0.0123,-0.0123,-0.0123,-0.0395,-0.2511,-0.2511,-0.0316,0.0174,0.0174,0.1035,0.0871,-0.1655,-0.1655,0.2046,0.049,0.0033,0.0289,0.3188,-0.0129,-0.5206
TCGA.A2.A3XZ,0.4979,0.4979,-0.0025,-0.0025,0.0049,0.5063,-0.0017,-0.0077,-0.1669,-0.1669,-0.0017,0.0075,0.0075,-0.0502,-0.0502,-0.0502,0.0078,-0.0004,-0.0048,-0.0029,0.0,-0.1668,3.6569,3.6569,-0.2281,0.0047,0.0047,0.0022,-0.2495,-0.2713,-0.2604,-0.0025,0.0049,0.2639,-0.0113,-0.0113,-0.0017,-0.0054,-0.0039,0.2514,0.257,-0.269,-0.0056,-0.0056,0.0,0.0,0.0075,0.0075,0.0028,-0.0502,-0.0502,-0.0502,-0.0042,-0.0004,-0.0004,0.0007,-0.0029,0.0075,0.0,0.0104,-0.1668,-0.0129,-0.0017,-0.2281,0.0047,0.0022,-0.008,-0.1351,-0.1351
TCGA.A2.A3Y0,0.2568,-0.1138,0.0189,0.0157,0.1297,-0.1164,0.4044,-0.0581,-0.4071,0.9494,1.2328,0.5676,0.0835,-0.392,0.1556,-0.3883,0.4804,0.2029,0.6208,-0.3837,-0.2508,-0.24,-0.24,-0.24,0.169,0.2184,0.2184,0.0731,-0.1656,0.2568,0.1906,0.0244,-0.4218,0.0957,-0.4122,-0.6289,0.4044,-0.0581,-0.0151,-0.1119,0.5319,0.0307,-0.3624,-0.4642,0.3116,-0.2673,-0.8713,-0.0904,-0.392,-0.3757,-0.321,-0.321,0.4804,-0.3826,-0.4079,-0.6624,-0.3837,-0.3837,-0.2508,0.0476,-0.24,-0.24,0.0319,-0.3828,0.2184,0.2242,-0.6455,-0.7481,-0.238
TCGA.A2.A4RW,0.5154,1.03,0.0107,0.0153,0.0089,0.4775,0.9899,0.0103,-0.525,0.0069,0.4946,0.541,0.0113,0.0108,0.0108,0.528,-0.0029,0.006,-0.5142,-0.0076,2.3587,-0.0097,-0.0097,0.006,-0.0148,-0.0148,-0.0148,0.0093,-0.5177,0.5095,-0.001,-0.5232,-0.5192,-0.3812,-0.534,-0.534,-0.5312,0.0103,-0.5118,0.5398,-0.5064,-0.525,0.0,0.0,0.0,0.0,-0.9845,-0.4831,-0.5235,0.0108,-0.5216,-0.5216,-0.0029,0.0086,0.0086,-0.5241,-0.0076,-0.012,-0.5353,0.0159,-0.5268,0.006,0.0177,-0.0148,-0.0148,0.0093,0.0071,0.0065,-0.5105
TCGA.A2.A4RX,-0.0012,0.0139,0.0962,0.0967,-0.4617,0.2879,0.0985,0.124,0.3647,0.3647,0.3406,-0.4725,-0.4725,0.0463,0.0463,0.0463,-0.4911,-0.4693,-0.2258,0.2537,-0.0008,-0.225,-0.2127,-0.2127,0.03,0.03,0.03,0.2332,-0.0533,-0.0012,-0.2419,0.1007,-0.493,-0.4617,0.3312,0.3312,0.0985,0.124,0.1064,-0.4976,-0.8032,0.343,0.0561,0.0561,0.053,0.0304,-0.4725,-0.4802,0.0463,0.0463,0.0463,0.0381,-0.4693,-0.4693,-0.4693,-0.2258,0.2537,0.2537,-0.0024,0.0,-0.225,-0.2127,0.0681,0.03,0.03,0.2332,0.0359,0.0386,0.0386
TCGA.A2.A4RY,0.0617,0.1592,0.0032,0.0027,0.0064,0.0028,-0.1097,-0.1097,0.7572,0.7572,-0.0129,0.0031,-0.0022,0.0011,0.0011,0.0011,-0.0019,-0.0019,0.0046,-0.0552,0.0015,-0.0349,-0.0349,-0.0349,0.0075,0.0075,0.0075,-0.0046,0.0617,0.0617,-0.0134,0.0032,0.0064,0.002,0.0028,0.0028,-0.1097,-0.1097,-0.1097,0.0019,-0.0073,-0.0305,0.0,0.0,0.0,0.0,0.005,0.005,0.0011,0.0011,0.0011,0.0011,-0.0019,-0.0019,-0.0019,0.0046,-0.0552,-0.0552,0.0015,-0.1095,-0.0349,-0.0349,0.0079,0.0075,0.0075,-0.0046,-0.0011,-0.1656,-0.1656
TCGA.A2.A4S0,-0.0004,-0.0004,-0.0037,0.0028,0.0003,-0.0015,0.0027,0.002,-0.002,-0.002,-0.002,0.0,0.0,-0.0015,-0.0015,-0.0015,0.0014,0.0014,0.0006,0.0024,0.0053,-0.0031,-0.0031,-0.0031,0.0012,0.0012,0.0012,-0.004,-0.0004,-0.0004,0.0069,-0.0037,0.0003,0.0003,-0.0015,-0.0015,0.0089,0.0027,0.002,-0.001,-0.001,-0.002,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0015,-0.0015,0.0,0.0,0.0014,-0.0067,-0.0081,0.0006,0.0024,0.0024,-0.0019,-0.0026,0.0019,-0.0031,0.001,0.0012,0.0012,-0.004,0.0022,-0.0029,-0.0029
TCGA.A2.A4S1,-0.0385,-0.0385,-0.4446,0.2149,0.2002,1.2977,0.2348,0.1769,0.2591,0.2591,0.2555,-0.3976,-0.3967,-0.0982,-0.0779,-0.0779,-0.4329,-0.4329,-0.3397,-0.1259,-0.4417,-0.3878,-0.3878,0.2498,-0.159,-0.7607,0.0054,0.0176,-0.0385,-0.0385,0.1799,-0.438,0.2054,0.2162,0.2033,0.2033,0.2348,0.1769,-0.4983,0.8464,0.208,0.2591,-0.4512,-0.4512,0.0839,-0.0903,-0.4044,-0.3902,-0.0982,-0.0779,-0.1113,-0.09,-0.4329,-0.4329,-0.4,-0.3397,-0.1006,-0.1044,0.24,-0.0933,-0.3878,-0.3878,-0.439,-0.159,0.0054,0.021,0.1701,-0.3893,0.0386
TCGA.A2.A4S2,1.1956,1.1973,-0.0068,-0.0068,0.0,1.268,-0.0044,0.0306,0.6059,0.6059,0.6059,-0.0348,-0.0132,-0.0245,-0.0245,-0.0245,-0.0133,0.0017,-0.6871,-0.0205,-0.0384,-0.065,-0.065,-0.065,0.5191,0.5191,0.5191,0.5606,-0.0783,-0.6112,0.0018,-0.0068,0.0,0.0061,1.268,1.268,-0.0044,0.0306,0.0029,-0.0236,0.0074,0.6059,0.6054,0.6054,0.6054,0.5802,-0.0126,-0.035,-0.0245,-0.0245,-0.6342,-0.6342,-0.0133,-0.0288,-0.0288,-0.6053,-0.0205,-0.0205,-0.036,-0.0466,-0.065,-0.065,-0.0108,0.5191,0.5191,0.5344,-0.0062,-0.0817,-0.0817
TCGA.A2.A4S3,0.0572,0.0222,0.2309,0.0168,-0.462,0.4483,0.0,0.0,1.0274,1.8384,0.4839,-0.4839,0.0286,0.0272,0.0272,0.483,0.0748,0.0151,-0.5088,0.2029,-0.4879,0.0001,-0.4808,0.4961,0.0035,0.0035,0.0035,0.0723,-0.4713,-0.4977,-0.0594,-0.4874,-0.4987,-0.5193,-0.5121,-0.5121,0.0622,0.0,0.0,0.1724,0.0283,-0.5042,-0.522,-0.522,-0.4818,-0.4818,0.0286,0.0347,0.0272,0.0272,-0.4909,-0.5003,0.0748,-0.4308,0.0642,0.0478,0.0783,-0.4924,-0.4805,-0.4768,-0.4254,0.7918,-0.5337,-0.4893,0.0035,-0.5057,0.0157,-0.4611,0.0993
TCGA.A7.A13D,1.6218,1.4098,-0.1735,0.5013,-0.1995,1.5816,0.4088,-0.1954,-0.5853,-0.1461,2.6197,1.2923,-0.2281,-0.2286,-0.2335,-0.1874,0.2439,-0.2009,0.2214,-0.1521,-0.2475,-0.1348,1.2225,-0.1932,-0.353,1.5072,0.7473,0.6681,0.0674,0.3741,-0.0777,-0.1679,-0.34,0.2225,-0.4727,-0.3649,0.4088,-0.1586,-0.2106,0.692,0.717,-0.6616,-0.1724,-0.1558,-0.1824,-0.2122,0.4385,0.2464,-0.2136,-0.2262,-0.1852,-0.2216,0.2439,-0.2036,-0.234,-0.1606,-0.1647,-0.401,-0.1952,-0.1992,-0.1657,-0.1683,-0.184,0.3883,0.8272,0.6831,0.6301,-0.1608,0.0262
TCGA.A7.A13E,0.9007,0.9007,0.0151,-0.0039,-0.005,0.4121,0.0291,0.0302,0.8224,0.8224,0.8869,2.3388,-0.4844,-0.4896,-0.4896,2.9369,0.8396,-0.4855,-0.0022,-0.4964,-0.4982,0.0,0.0,0.0,0.42,0.4103,-0.508,0.4409,0.0368,-0.4763,-0.485,0.0022,-0.5307,-0.0134,-0.5055,-0.5055,0.0291,0.0302,0.0302,0.4644,0.4934,-1.073,0.7899,0.7899,-0.0222,1.8501,-0.4844,-0.4844,-0.4896,-0.4896,-0.4962,-0.4962,0.8396,-1.2929,-0.4936,-0.4796,-0.4872,-0.5013,-0.4982,0.0003,-0.0105,0.0,0.8655,-0.4945,-0.491,0.4195,0.4453,-0.5095,-0.5098
TCGA.A7.A13F,0.8961,1.0026,0.2052,0.2266,-0.1586,0.2306,0.2064,-0.6112,0.6197,0.6197,0.6292,-0.2352,-0.2027,-0.191,-0.2158,-0.2158,0.1652,0.2099,-0.6133,-0.5767,0.579,0.5294,0.5294,0.5294,0.0973,0.0973,0.0973,3.6569,-0.7246,0.219,-0.1828,0.2052,-0.26,-0.1586,0.2306,0.2306,0.2064,-0.6112,-0.654,0.2201,0.2076,0.6117,-0.2058,-0.2058,-0.2058,-0.2382,-0.2027,-0.2361,-0.2277,-0.2158,-0.2158,-0.2158,0.2099,0.2099,0.2099,-0.6133,-0.6548,-0.6675,0.5928,-0.25,-0.2851,0.5294,-0.2138,0.0973,0.0973,-0.2508,0.2027,0.1562,0.149
TCGA.A7.A13G,1.7275,1.7524,0.0028,-0.0035,0.0043,-0.0006,-0.0024,-0.0024,-0.0042,-0.0042,-0.0042,0.0,0.0,0.0035,0.0035,0.0035,-0.0014,-0.0014,0.0044,0.0025,-0.0018,-0.0053,-0.0053,-0.0053,-0.0022,-0.0022,-0.0022,0.0032,-0.0029,-0.0073,0.0028,0.0028,0.0043,0.0026,-0.0006,-0.0006,-0.0024,-0.0024,-0.0024,-0.9358,-0.9188,0.0154,-0.0029,-0.0029,-0.0029,-0.0029,0.0,0.0215,0.0035,0.0035,0.0035,0.0035,-0.0014,-0.0014,-0.0014,0.0044,0.0025,0.0025,-0.0018,-0.9051,-0.0053,-0.0053,0.0076,-0.0022,-0.0022,0.0032,0.0127,0.0079,0.0079
TCGA.A7.A13H,0.8396,0.8404,0.4238,-0.0071,-0.0007,-0.0039,-0.0029,-0.0029,0.0076,0.0076,0.0076,0.0037,0.0008,0.0138,0.0138,-0.444,-0.0105,-0.0105,-0.0014,0.0068,0.0085,0.4655,0.0143,0.0143,0.0188,0.0188,0.0188,0.0337,0.0092,-0.0015,0.0043,0.0166,-0.0007,-0.0095,-0.0039,-0.0039,-0.0029,-0.0029,-0.0029,-0.0051,-0.0051,0.0135,0.0026,0.0026,0.0026,0.0026,-0.8798,0.0113,0.0138,0.0138,-0.444,-0.444,-0.0105,-0.0105,-0.4364,-0.0014,0.0068,0.0068,-0.4431,-0.4296,-0.4403,0.0143,0.0183,0.0303,0.0188,0.0204,-0.031,-0.4163,-0.4163
TCGA.A7.A26E,0.4796,0.4379,0.0,0.0,-0.0306,0.0069,0.0037,-0.0217,0.0069,0.0069,0.0069,-0.2845,-0.2845,-0.6852,-0.6852,-0.6852,0.0229,0.0229,-0.1445,-0.1112,-0.2606,-0.2302,-0.2302,-0.2302,0.0983,0.0983,0.0983,-0.2102,-0.2712,-0.2712,0.0001,0.0,0.0776,-0.0306,0.0069,0.0069,0.0037,0.0037,0.0391,0.045,0.0105,0.0069,0.047,0.047,0.047,0.047,-0.2845,-0.2845,-0.6852,-0.6852,-0.6852,-0.6852,0.0229,0.0229,0.0229,-0.1445,-0.1112,-0.1112,-0.2606,-0.6635,-0.2302,-0.2302,-0.1297,0.0983,0.0983,-0.2377,-0.116,-0.6251,-0.6251
TCGA.A7.A26F,0.2296,0.0929,0.1323,-0.2407,-0.0968,0.027,-0.0319,-0.0319,0.1875,0.4274,0.4274,1.3265,0.0212,0.2733,0.2733,0.2733,-0.0741,-0.0741,0.3428,-0.0451,-0.2547,-0.2625,-0.2625,-0.2525,-0.0117,-0.0117,-0.0117,0.0246,-0.2928,0.2296,-0.291,-0.2586,-0.0968,-0.0968,0.027,0.027,-0.0319,-0.0319,-0.0319,0.4927,0.4927,0.1875,-0.0689,-0.0689,-0.0689,-0.0689,0.0212,0.0965,-0.3044,0.2733,0.2733,0.2733,-0.0741,-0.4442,-0.1045,0.3428,-0.0451,-0.2011,0.0157,-0.0289,-0.2625,-0.2625,-0.3004,-0.0117,-0.0117,-0.154,-0.0759,-0.0105,-0.0105
TCGA.A7.A26G,0.0208,0.2335,-0.004,0.2617,-0.206,0.0819,0.0868,0.03,-0.3092,-0.3092,0.4648,0.7372,0.1625,0.3512,0.369,0.369,-0.0604,-0.0604,-0.0554,-0.3048,-0.1851,-0.1749,-0.1749,-0.1749,0.0622,0.0622,0.0622,0.1992,-0.05,0.0208,0.0278,0.0452,-0.206,-0.26,-0.2931,-0.3026,0.3001,0.03,-0.0204,0.0557,-0.3226,-0.3388,-0.2634,-0.3033,0.4439,0.0,-0.2962,0.1992,0.359,0.369,0.3014,0.2766,-0.0604,-0.0508,-0.0508,-0.1182,-0.3048,-0.3048,0.373,-0.0011,-0.1749,-0.1749,0.0076,-0.3265,0.0622,0.2021,-0.1246,-0.0097,-0.0097
TCGA.A7.A26H,1.1104,1.1104,0.0333,0.4767,-0.0128,0.0216,0.0035,-0.0065,0.6563,0.6563,0.6624,-0.0018,-0.0018,-0.0068,-0.0068,-0.0068,-0.004,-0.004,-0.0195,0.0265,0.0575,-0.516,0.7733,1.5988,0.0187,0.0187,0.0187,0.004,-0.034,-0.034,0.0,-0.5323,-0.0102,-0.0128,0.0216,0.0216,-0.0001,-0.0065,-0.0065,0.4848,-0.012,-0.25,-0.0017,-0.0017,-0.0017,-0.0017,-0.0018,-0.0018,-0.0068,-0.0068,-0.0068,-0.0068,-0.004,-0.004,-0.004,-0.0195,0.0265,0.0265,0.0575,-0.0162,-0.516,0.7733,0.0074,0.0187,0.0187,0.004,0.1462,0.0227,0.0227
TCGA.A7.A26I,3.3912,0.6874,-0.3719,0.025,-0.362,0.3303,0.3579,0.0003,0.3519,0.3519,0.3587,1.9862,0.329,0.0177,0.0194,0.0194,-0.3576,-0.3576,-0.3734,-0.3635,-0.372,-0.366,-0.3524,0.0,-0.3601,3.6569,0.4582,-0.3952,0.0238,0.0138,-0.0098,-0.3704,0.4103,-0.362,-0.3788,-0.3639,0.3579,0.0003,0.3807,-0.4034,0.6954,0.3543,0.3956,0.3956,2.4324,-0.7734,0.329,0.372,-0.7775,0.0194,-0.0004,-0.8082,-0.3576,-0.3864,-0.3864,-0.3723,-0.3635,-0.3789,-0.3862,-0.384,-0.366,-0.3524,-0.0184,-0.3532,0.4582,-0.3906,0.3872,-0.3804,-0.3902
TCGA.A7.A26J,1.3279,1.3279,0.0261,0.0261,0.0,0.6657,0.6742,-0.6895,-0.6988,0.6733,0.6733,-0.0137,-0.0137,0.6564,3.6569,-0.6792,0.6403,0.6403,-0.0412,-0.012,-0.0091,0.6528,0.6528,0.6528,-0.0543,-0.0543,-0.0527,0.8418,-0.0888,-0.0115,-0.0173,0.0261,0.0,0.0,0.6657,0.6657,0.6502,-0.6895,-0.6895,0.0118,0.0118,-0.6988,-0.0245,-0.0245,-0.0245,-0.0245,-0.0137,-0.0137,0.6564,-0.7233,-0.6838,-0.696,0.6403,0.6306,0.6306,-0.0412,-0.012,-0.012,-0.0083,-0.7029,0.6528,0.6528,0.0075,-0.0543,-0.0543,0.5712,-0.0137,-0.6732,-0.6825
TCGA.A7.A2KD,0.0774,0.0774,-0.3172,-0.3152,0.0334,0.6786,-0.3195,0.0227,-0.7082,-0.6562,1.0499,-0.6964,0.0687,-0.0243,-0.0418,-0.0418,1.3244,0.1286,-0.344,-0.3131,-0.3219,-0.5409,3.6569,0.2433,1.197,-0.2661,-0.2653,1.439,-0.6862,-0.2549,-0.3297,-0.3204,-0.3006,0.0341,-0.3394,-0.3516,-0.3195,0.0227,0.3488,-0.3341,0.1101,-0.7559,-0.662,-0.6483,0.3436,0.3436,-0.3138,-0.3646,-0.0243,-0.0418,-0.4109,-0.4109,-0.6848,0.1286,0.1286,-0.3271,-0.3131,-0.3255,-0.3406,0.6764,-0.7037,1.0644,0.3527,-0.6567,-0.5276,0.0208,0.024,0.0525,0.31
TCGA.A7.A3IY,0.0011,0.0011,-0.0486,-0.0486,0.0145,0.0021,-0.0044,-0.1659,0.0066,0.0066,0.0066,-0.0008,-0.0008,-0.003,-0.003,-0.003,0.0033,0.0033,0.0036,0.0011,0.2848,-0.0083,-0.0083,-0.0083,-0.0108,-0.0108,-0.0108,-0.0122,-0.0065,0.0011,0.0058,-0.0486,0.0145,0.0145,0.0021,0.0021,-0.0044,-0.1659,-0.1659,0.0,-0.0141,0.0066,-0.003,-0.003,-0.003,-0.003,-0.0008,-0.0008,-0.003,-0.003,-0.003,-0.003,0.0033,0.0033,-0.0076,0.0036,0.0011,0.0011,0.2848,-0.0082,-0.0083,-0.0083,0.0034,-0.0108,-0.0108,-0.0122,-0.005,-0.0401,-0.0401
TCGA.A7.A3IZ,0.6354,0.7397,0.0051,0.0,0.0182,0.0142,0.0064,0.017,3.6569,-0.0208,0.0113,-0.0012,0.0028,0.0099,2.4645,3.6569,-0.0181,-0.0073,-0.3131,-0.003,-0.0102,-0.0532,-0.0532,-0.0532,-0.0829,-0.0829,-0.0829,-0.0148,-0.051,-0.0168,0.0443,0.0051,0.0182,0.0205,0.0142,0.0142,0.0064,0.0145,-0.8691,0.0074,-0.8534,-0.8433,0.0074,0.0074,0.0074,-0.017,0.0028,0.0028,0.0099,-0.8573,-0.8325,-0.8325,-0.0073,-0.0073,-0.0073,-0.3154,-0.003,-0.003,-0.0203,-0.8697,-0.0532,-0.0532,0.0208,-0.1195,-0.0829,-0.0148,-0.0011,-0.0418,-0.0485
TCGA.A7.A3J0,0.298,0.298,0.0,0.0,0.001,-0.0137,-0.0104,-0.0104,0.7852,0.7852,0.7908,-0.0171,-0.0171,0.7631,0.7631,0.7631,-0.016,-0.016,0.7883,-0.0199,-0.0275,0.7046,0.7046,0.7104,0.625,0.6915,0.6561,-0.0519,-0.0558,-0.0108,0.001,0.0,0.001,0.001,-0.0137,-0.0137,-0.0104,-0.0104,-0.0019,-0.0108,-0.0159,0.7852,0.6337,0.6337,0.6337,0.6337,-0.0171,-0.0171,0.7631,0.7631,0.7622,0.7622,-0.016,-0.016,-0.016,0.7883,-0.0199,-0.0199,-0.0275,-0.0365,0.7046,0.7046,-0.0094,0.625,0.6915,-0.0519,-0.026,-0.0669,-0.0542
TCGA.A7.A3J1,0.5291,0.5345,0.0,0.0,0.0089,0.042,0.0068,-0.5484,-0.5372,0.0079,0.0079,0.0128,0.0128,0.0026,0.0026,0.0026,0.0019,0.0019,0.0059,-0.5341,-0.3978,-0.0105,-0.0105,-0.0105,-0.0309,-0.0087,-0.0203,0.0121,-0.0024,-0.5333,-0.1915,0.0,0.0089,0.0026,0.042,0.042,0.0068,-0.5484,-0.5484,-0.0037,-0.0344,-0.5372,0.0111,0.0111,0.0111,0.0111,0.0128,0.0128,0.0026,0.0026,-0.5374,-0.5374,0.0019,0.0019,0.0019,0.0125,-0.5341,-0.5341,-0.3978,-0.549,-0.0105,-0.0105,-0.195,-0.0309,-0.5648,0.0121,0.0071,-0.2009,-0.2132
TCGA.A7.A3RF,0.0006,-0.0192,0.0029,0.0015,-0.0113,0.0067,0.0008,0.0008,-0.0007,-0.0007,-0.0003,-0.0011,-0.8092,0.0033,0.0033,0.0033,0.0004,0.0004,-0.0035,-0.0077,0.0,0.0033,0.0033,0.0033,0.0039,0.0039,0.0039,-0.0007,0.0006,0.0006,-0.0012,0.0029,-0.0113,-0.0113,0.0067,0.0067,0.0008,0.0008,0.0008,-0.0057,-0.0057,-0.0195,-0.0075,-0.0075,-0.0075,-0.0075,0.001,0.0081,-0.0008,0.0033,0.0033,0.0033,0.0004,0.0004,0.0004,-0.0035,-0.0077,-0.0077,-0.0095,0.0014,-0.0004,0.0033,0.0078,0.0039,0.0039,-0.0008,-0.0072,0.0081,0.0081
TCGA.A7.A425,1.4339,1.4428,0.4738,-0.0303,-0.0275,0.9565,0.4813,0.465,-0.0305,-0.0305,-0.0305,-0.0166,-0.0166,0.418,1.5045,-0.0613,0.4703,0.4703,-0.0226,-0.0105,-0.0066,-0.0021,-0.0021,-0.0021,0.0132,0.0132,0.0132,0.4946,-0.0116,-0.0116,0.0,0.4738,-0.0109,-0.0275,0.9565,0.9565,0.4813,0.465,0.465,0.4643,0.4643,-0.0305,0.4786,0.4786,0.4786,0.4786,-0.0166,-0.0166,0.418,0.8479,-0.0812,-0.0853,0.4703,0.4703,0.4844,-0.0226,-0.0105,-0.0105,-0.0182,-0.0141,-0.0021,-0.0021,-0.0129,0.0132,0.0132,0.4946,-0.0152,0.0024,-0.0398
TCGA.A7.A426,0.4093,0.4269,0.0,0.0,0.0015,-0.0051,0.0042,-0.4277,0.4531,0.4531,0.4531,0.0058,0.0058,0.0061,0.0061,0.0061,-0.0086,-0.0086,-0.029,0.0001,0.0054,-0.0795,-0.3874,0.088,0.0121,0.0121,0.0121,0.0003,0.0068,0.0068,-0.0036,0.0,0.0015,-0.0008,-0.0051,-0.0014,0.0042,-0.4277,-0.4277,-0.0018,-0.0018,-0.427,0.0025,0.0025,0.0025,0.0025,0.0058,0.0058,0.0061,0.0061,-0.001,-0.001,-0.0086,0.4014,-0.017,-0.029,0.0001,0.0001,-0.0044,-0.4368,-0.0795,-0.3874,0.0006,0.0121,0.0121,0.0003,0.0035,-0.4165,-0.4165
